User 5411: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 5459: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2959: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3664: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1617: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5951: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2997: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5685: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 74: [3882, 2, 3, 4, 5, 6, 8, 9, 10, 11]
User 879: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 1643: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5289: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3970: [3882, 2, 3, 4, 5, 7, 8, 9, 11, 12]
User 5476: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4170: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 858: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 3840]
User 5658: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 4443: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 128: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2833: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1085: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 4576: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5240: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3005: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3412: [3882, 0, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4656: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 5619: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 5125: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2708: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4239: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3306: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 265: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 822: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 3219: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 4702: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5484: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 892: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 346: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 2089: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2288: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 1343: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 91: [3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833, 3834]
User 979: [3882, 1, 2, 3, 4, 5, 3842, 3843, 3844, 3845]
User 5806: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3425: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 1560: [3882, 0, 1, 2, 3, 3841, 3842, 3843, 3844, 3845]
User 3934: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 3644: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1641: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 1161: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4434: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3611: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3971: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 229: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2622: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2574: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 4982: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5761: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 794: [3881, 1, 2, 3, 4, 7, 8, 9, 10, 11]
User 863: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 187: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5070: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4584: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 3171: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 507: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2546: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3759: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 3843]
User 5046: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 5275: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 5764: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1615: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 4989: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1215: [3882, 0, 1, 2, 3, 4, 5, 6, 3841, 3842]
User 4102: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 81: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2000: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 3570: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3336: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 5247: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 3327: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 3843]
User 5043: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3774: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3902: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 3688: [3882, 2, 3, 4, 5, 6, 7, 8, 11, 12]
User 2563: [3882, 1, 3, 4, 5, 7, 8, 9, 11, 12]
User 4113: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 1335: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4764: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2006: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5831: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 3193: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 4975: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5408: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1456: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2312: [3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833, 3834]
User 4450: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 911: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5423: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1274: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 2713: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4962: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1927: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 1037: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5277: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 296: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4454: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3939: [3882, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 4654: [3882, 1, 2, 3, 4, 5, 7, 8, 9, 11]
User 3790: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 4178: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 5803: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5797: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5015: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5128: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2395: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 1166: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2323: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4091: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 1489: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 2217: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 379: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3662: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 3034: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2709: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5889: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3722: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 5513: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 3276: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4726: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2309: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 825: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2287: [3881, 1, 3, 4, 5, 6, 8, 9, 10, 11]
User 3038: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4096: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 430: [3882, 0, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 908: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4456: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 1764: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4453: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 177: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4310: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1783: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4692: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2683: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 660: [3882, 0, 1, 2, 3, 4, 5, 3840, 3841, 3842]
User 3230: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3621: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 1588: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 6008: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1540: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 802: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3238: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5651: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 692: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3184: [3882, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 5394: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 2078: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 734: [3882, 1, 2, 3, 5, 7, 8, 10, 11, 12]
User 1093: [3882, 0, 1, 2, 3841, 3842, 3843, 3844, 3845, 3847]
User 870: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 4678: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1544: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3155: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3432: [3882, 1, 2, 3, 4, 5, 6, 3843, 3844, 3845]
User 3619: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 2425: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3842]
User 4482: [3882, 0, 1, 4, 5, 6, 7, 8, 9, 10]
User 4356: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 5861: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 2447: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 554: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 866: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 625: [3882, 0, 1, 2, 3, 4, 5, 6, 3842, 3843]
User 2973: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 4883: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 4650: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 436: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2999: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5957: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5323: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3039: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3124: [3882, 1, 2, 3, 5, 7, 8, 3842, 3843, 3844]
User 75: [3882, 3841, 3842, 3843, 3844, 3845, 3847, 3848, 3849, 3832]
User 4979: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4873: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5129: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2178: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4523: [3882, 0, 3, 5, 6, 7, 8, 9, 11, 12]
User 5581: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1876: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4224: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1280: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5769: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3318: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 45: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 990: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 484: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5169: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4844: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2787: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1442: [3882, 0, 1, 2, 3, 4, 3842, 3843, 3844, 3845]
User 3373: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3637: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 518: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 4145: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3480: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5930: [3882, 2, 3, 4, 5, 6, 3843, 3844, 3845, 3846]
User 5345: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 9]
User 24: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 2753: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5089: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 2240: [3882, 0, 1, 3841, 3842, 3843, 3844, 3845, 3846, 3847]
User 4059: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 355: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1656: [3882, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 4: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5176: [3882, 0, 1, 2, 3, 4, 6, 3843, 3844, 3845]
User 5183: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 5936: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1926: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 3504: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2769: [3882, 0, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847]
User 3289: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 3040: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1527: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2717: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 2484: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5539: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 1112: [3882, 3839, 3840, 3841, 3842, 3843, 3844, 3845, 3846, 3829]
User 2863: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4335: [3882, 0, 4, 5, 6, 7, 8, 9, 10, 3843]
User 2370: [3882, 1, 3, 4, 5, 6, 7, 3842, 3843, 3844]
User 3579: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4070: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2170: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3462: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 266: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4295: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1897: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5570: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 429: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 533: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4498: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5216: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4613: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5444: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1169: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1673: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2247: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1668: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4936: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3760: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5039: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 97: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1063: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3829: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 341: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 894: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1877: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 2137: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2858: [3882, 1, 2, 3, 4, 3842, 3843, 3844, 3845, 3846]
User 1072: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 274: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 101: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2729: [3882, 1, 3, 3838, 3839, 3840, 3841, 3842, 3843, 3844]
User 3519: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3826: [3882, 0, 2, 3, 4, 6, 7, 8, 9, 10]
User 3871: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 126: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 1142: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2113: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 10]
User 3590: [3882, 0, 3, 4, 6, 7, 8, 9, 10, 11]
User 3215: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5231: [3882, 2, 3, 4, 3843, 3844, 3845, 3846, 3847, 3848]
User 5090: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4877: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4973: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3287: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 433: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3833, 3834]
User 5134: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4531: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 4189: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3995: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 5829: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4609: [3882, 2, 3, 4, 5, 6, 7, 3843, 3844, 3845]
User 3385: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1285: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3484: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4221: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4182: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 1240: [3881, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 4869: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3044: [3882, 0, 1, 2, 3, 4, 5, 3841, 3842, 3843]
User 5672: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5081: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1512: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1379: [3882, 3841, 3842, 3843, 3844, 3845, 3847, 3848, 3849, 3832]
User 1530: [3882, 0, 1, 2, 3, 3836, 3838, 3839, 3840, 3841]
User 2824: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 601: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3840]
User 5704: [3882, 2, 3, 4, 5, 7, 8, 9, 10, 11]
User 285: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1491: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5424: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3212: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2630: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 6000: [3882, 0, 2, 3, 4, 6, 7, 8, 10, 11]
User 5175: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2274: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 3834: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5488: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3198: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5967: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 2200: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3838: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2297: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 3136: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 2974: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1725: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5543: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3465: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 2364: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4792: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 2376: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 3441: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4236: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 5733: [3882, 1, 2, 3, 4, 5, 7, 8, 9, 11]
User 48: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3160: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4492: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 67: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4746: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 10]
User 1919: [3882, 0, 3841, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 2396: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4350: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 3843]
User 2365: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 1546: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4600: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 414: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1029: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 4302: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1803: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 11]
User 1270: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 11]
User 5782: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 1518: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 843: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 3843]
User 5211: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3096: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 1720: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 5024: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4358: [3882, 0, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 5892: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 5512: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1888: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 4022: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 4154: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 117: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 11]
User 759: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4953: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2018: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4090: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2066: [3882, 0, 1, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
